CustomerID,CustomerName,Age,Gender,Country,SignupDate,AnnualIncome,Churn,Category_1,Value_2,Metric_3,Category_4,Value_5,Metric_6,Category_7,Value_8,Metric_9,Category_10,Value_11,Metric_12,Category_13,Value_14,Metric_15,Category_16,Value_17,Metric_18,Category_19,Value_20,Metric_21,Category_22,Value_23,Metric_24,Category_25,Value_26,Metric_27,Category_28,Value_29,Metric_30,Category_31,Value_32,Metric_33,Category_34,Value_35,Metric_36,Category_37,Value_38,Metric_39,Category_40,Value_41,Metric_42,Category_43,Value_44,Metric_45,Category_46,Value_47,Metric_48,Category_49,Value_50,Metric_51,Category_52,Value_53,Metric_54,Category_55,Value_56,Metric_57,Category_58,Value_59,Metric_60,Category_61,Value_62,Metric_63,Category_64,Value_65,Metric_66,Category_67,Value_68,Metric_69,Category_70,Value_71,Metric_72,Category_73,Value_74,Metric_75,Category_76,Value_77,Metric_78,Category_79,Value_80,Metric_81,Category_82,Value_83,Metric_84,Category_85,Value_86,Metric_87,Category_88,Value_89,Metric_90,Category_91,Value_92,Metric_93,Category_94,Value_95,Metric_96,Category_97,Value_98,Metric_99,Category_100,Value_101,Metric_102,Category_103,Value_104,Metric_105,Category_106,Value_107,Metric_108,Category_109,Value_110,Metric_111,Category_112,Value_113,Metric_114,Category_115,Value_116,Metric_117,Category_118,Value_119,Metric_120,Category_121,Value_122,Metric_123,Category_124,Value_125,Metric_126,Category_127,Value_128,Metric_129,Category_130,Value_131,Metric_132,Category_133,Value_134,Metric_135,Category_136,Value_137,Metric_138,Category_139,Value_140,Metric_141,Category_142,Value_143,Metric_144,Category_145,Value_146,Metric_147,Category_148,Value_149,Metric_150,Category_151,Value_152,Metric_153,Category_154,Value_155,Metric_156,Category_157,Value_158,Metric_159,Category_160,Value_161,Metric_162,Category_163,Value_164,Metric_165,Category_166,Value_167,Metric_168,Category_169,Value_170,Metric_171,Category_172,Value_173,Metric_174,Category_175,Value_176,Metric_177,Category_178,Value_179,Metric_180,Category_181,Value_182,Metric_183,Category_184,Value_185,Metric_186,Category_187,Value_188,Metric_189,Category_190,Value_191,Metric_192
5433,,25,Male,KENYA,,50000,Yes,High,unknown,, medium,,16,LOW,122.06,, medium,,,LOW,270.51,12,High,unknown,42,LOW,409.05,,High,,, medium,302.84,N/A,,unknown,,,139.35,,,unknown,, medium,14.14,7,,,N/A,,284.48,N/A, medium,,,High,unknown,,High,unknown,N/A,,,98,LOW,,, medium,unknown,,High,344.12,,,399.42,,,,,LOW,225.66,18,High,27.46,N/A, medium,,,,,,High,145.67,,LOW,unknown,N/A,LOW,unknown,N/A, medium,unknown,74,,62.12,,High,unknown,, medium,unknown,,LOW,,,,unknown,,,418.01,35,,485.6,,,333.16,,High,79.8,10,LOW,20.75,,LOW,unknown,N/A,LOW,unknown,15, medium,,,,191.64,, medium,unknown,, medium,unknown,,LOW,unknown,26,LOW,461.98,N/A,,unknown,,LOW,213.16,, medium,unknown,N/A, medium,unknown,N/A, medium,333.7,,LOW,,,LOW,209.42,N/A, medium,,93, medium,,N/A, medium,,97,,unknown,N/A,LOW,,,,unknown,3,,,
3869,john doe,N/A,Male,KENYA,2021-01-05,100000,Yes, medium,,,High,,16, medium,unknown,,,unknown,,,unknown,,,,42, medium,unknown,N/A,High,unknown,N/A,High,,,High,39.45,N/A,,unknown,72,,320.3,60, medium,14.14,7,LOW,397.03,N/A,,unknown,97,,156.01,,High,,95,,,,,124.88,98,LOW,223.76,36, medium,,,,344.12,92,High,unknown,N/A,LOW,331.3,N/A,LOW,225.66,18,,27.46,11,High,unknown,,High,152.74,,,145.67,, medium,unknown,,LOW,313.44,52, medium,unknown,N/A,LOW,62.12,,,,30,LOW,312.26,, medium,326.95,,,,, medium,418.01,, medium,,,High,,N/A, medium,,,,20.75,, medium,136.91,,LOW,,,,,N/A, medium,unknown,, medium,unknown,83,High,,3,LOW,,26, medium,461.98,N/A,LOW,,N/A,High,,N/A,,,N/A,LOW,unknown,, medium,333.7,,LOW,unknown,N/A,High,,N/A,LOW,,,High,unknown,,High,unknown,97,LOW,unknown,46, medium,unknown,, medium,,3,LOW,313.09,
1956,anna-jones,40,M,Nigeria,,,No,LOW,,,,unknown,N/A,High,unknown,39,High,unknown,N/A, medium,unknown,,LOW,129.64,N/A,High,unknown,,LOW,unknown,,LOW,unknown,N/A, medium,unknown,,High,unknown,N/A, medium,unknown,60,High,14.14,7,High,,67, medium,284.48,N/A,LOW,,,,,,High,,38,LOW,unknown,,LOW,223.76,N/A,,,,,344.12,N/A,LOW,unknown,54,,,,LOW,unknown,,,27.46,N/A,High,46.11,6,LOW,unknown,,,145.67,, medium,,19,LOW,unknown,, medium,unknown,74, medium,unknown,85,,,N/A, medium,,,High,,,,,,LOW,unknown,35,,unknown,N/A,LOW,333.16,N/A,,,N/A,,20.75,,,136.91,, medium,unknown,15,,,, medium,,26,LOW,194.3,, medium,,3,LOW,,,High,461.98,,,261.85,N/A,High,unknown,,LOW,unknown,38,,154.29,39,,unknown,,High,unknown,, medium,unknown,,High,161.02,,LOW,,N/A,,288.03,N/A,LOW,,N/A,High,201.06,N/A, medium,59.12,,,unknown,
9352,john doe,25,M,Nigeria,14-07-2020,75k,1, medium,,,High,unknown,N/A,LOW,122.06,,LOW,,N/A,High,270.51,,LOW,unknown,N/A,LOW,409.05,70,LOW,unknown,, medium,,,,,N/A, medium,139.35,N/A, medium,320.3,N/A, medium,,N/A, medium,397.03,N/A,High,unknown,,,,,LOW,,95,LOW,,,LOW,124.88,,,unknown,N/A,High,unknown,74, medium,344.12,N/A,LOW,unknown,, medium,331.3,,High,225.66,,LOW,,N/A,,,6, medium,152.74,, medium,,N/A,LOW,89.56,,High,,N/A,High,unknown,,,62.12,N/A,,302.73,,,unknown,,LOW,,,,,, medium,unknown,35,LOW,,92, medium,,,High,79.8,N/A,High,20.75,N/A,LOW,,,High,,N/A,High,,N/A,LOW,,,LOW,,83, medium,,,High,,, medium,,,,261.85,94,,unknown,,,unknown,38,,,39,High,333.7,N/A, medium,140.32,,LOW,unknown,N/A, medium,unknown,,LOW,unknown,85,High,unknown,, medium,unknown,,,unknown,N/A,High,,N/A,High,313.09,
6699,john doe,40,,ghana ,2021-01-05,,No,LOW,133.6,,LOW,269.7,N/A,High,,,High,unknown,N/A, medium,unknown,N/A, medium,,,LOW,unknown,70, medium,292.48,, medium,302.84,68,,39.45,N/A,High,139.35,72,LOW,320.3,,LOW,unknown,,High,397.03,,LOW,284.48,,LOW,156.01,,LOW,unknown,,High,447.79,,,124.88,, medium,,,High,unknown,, medium,344.12,N/A,LOW,unknown,N/A,LOW,,N/A,LOW,unknown,, medium,unknown,11, medium,,N/A,High,,,,145.67,, medium,,,LOW,313.44,,High,unknown,,,,N/A,,,,LOW,unknown,,High,,,High,76.35,,High,,,High,unknown,N/A, medium,unknown,N/A,LOW,,,High,20.75,18,High,unknown,,LOW,unknown,15,LOW,,N/A,,191.64,, medium,unknown,,LOW,unknown,N/A,,,,High,unknown,N/A,,unknown,,High,,,,,,,,39,,,,High,,N/A,LOW,unknown,,,,,,unknown,,LOW,288.03,97,LOW,unknown,46, medium,unknown,,,unknown,3,High,,N/A
7944,,30,Male,,14-07-2020,N/A,1, medium,unknown,N/A, medium,unknown,16,High,unknown,,LOW,unknown,N/A, medium,270.51,,LOW,unknown,,,409.05,,LOW,292.48,65,LOW,,,LOW,,, medium,,72,LOW,unknown,60, medium,,N/A,High,397.03,, medium,unknown,, medium,,18,High,215.0,, medium,,N/A, medium,124.88,N/A, medium,223.76,,High,325.81,,LOW,344.12,, medium,399.42,, medium,unknown,,High,225.66,18,LOW,,11,LOW,,6,,152.74,41,,145.67,,High,unknown,,LOW,,N/A, medium,unknown,N/A, medium,,85,,,30,High,unknown,33,,,N/A,High,,25,,,,LOW,,92, medium,unknown,94, medium,unknown,N/A,,,18,,,N/A,LOW,449.54,N/A, medium,unknown,,,unknown,,High,,, medium,430.2,,,395.26,,High,461.98,20,LOW,unknown,94,High,,, medium,338.72,,High,,, medium,333.7,60, medium,,51,,,94,,unknown,,High,26.47,,,,,High,,,,201.06,97,LOW,unknown,,LOW,,89
5493,anna-jones,35,,,2021-01-05,75k,Yes, medium,unknown,98,LOW,,,LOW,122.06,,,unknown,48,High,unknown,N/A,,unknown,N/A,LOW,unknown,N/A, medium,,,LOW,302.84,,High,,, medium,unknown,,High,,,High,unknown,, medium,unknown,, medium,284.48,,,,, medium,,, medium,447.79,, medium,124.88,98,LOW,,36,High,unknown,N/A,High,,N/A,LOW,unknown,54,High,,,,unknown,,LOW,unknown,11, medium,unknown,N/A,LOW,152.74,41, medium,145.67,,High,,N/A,LOW,,,,254.2,,,62.12,N/A, medium,302.73,N/A, medium,312.26,, medium,326.95,, medium,unknown,N/A, medium,,,,unknown,,,unknown,,High,unknown,, medium,,18,,,N/A,High,,,LOW,,N/A,High,,,,194.3,83,,,3,LOW,,,High,unknown,20,High,,, medium,,,,unknown,,,,39,High,333.7,,High,140.32,51,High,,94,High,,,,26.47,N/A,High,unknown,,LOW,,,High,201.06,N/A,High,unknown,,LOW,,89
5911,anna-jones,25,M,KENYA,2022/03/14,100000,Yes,High,unknown,, medium,,,,,,,,48,LOW,270.51,,LOW,129.64,42, medium,409.05,,,292.48,65,High,unknown,N/A,,unknown,N/A, medium,unknown,,High,,,LOW,,,LOW,,, medium,unknown,N/A,LOW,,,,,, medium,unknown,,,unknown,, medium,223.76,, medium,,N/A,,,, medium,399.42,54,High,unknown,N/A, medium,,N/A, medium,unknown,11,High,,, medium,152.74,N/A,LOW,,,LOW,,,LOW,313.44,,High,unknown,,,unknown,,LOW,,,LOW,unknown,33, medium,326.95,N/A,LOW,unknown,N/A,,unknown,35,,,92,LOW,,, medium,unknown,N/A,,unknown,N/A, medium,136.91,N/A, medium,449.54,,,unknown,, medium,,26,High,194.3,,High,430.2,N/A,,unknown,26,High,unknown,, medium,261.85,,High,213.16,N/A, medium,,38, medium,154.29,,,333.7,,,unknown,51,LOW,209.42,94,LOW,,,High,26.47,N/A, medium,unknown,N/A,,unknown,N/A,LOW,,97,High,59.12,N/A,High,,N/A
4987,anna-jones,N/A,M,KENYA,14-07-2020,100000,No,,133.6,N/A,High,unknown,16,High,unknown,39,High,227.49,,High,unknown,12, medium,129.64,42,High,,N/A,LOW,,N/A,,302.84,N/A,LOW,,N/A, medium,unknown,,LOW,320.3,,LOW,unknown,N/A,,397.03,,High,unknown,,LOW,unknown,18,LOW,,,,,,High,,, medium,unknown,N/A, medium,unknown,,,344.12,N/A,LOW,,54,,331.3,23,,225.66,N/A,,,N/A,High,,,High,,,High,unknown,, medium,unknown,N/A,,313.44,, medium,,N/A,LOW,,N/A,,,N/A,High,unknown,N/A,LOW,unknown,49,LOW,unknown,N/A,,,, medium,485.6,92,LOW,333.16,,,79.8,N/A,High,,,,136.91,,,449.54,15, medium,332.26,N/A, medium,191.64,N/A,High,unknown,N/A, medium,430.2,3,High,,,High,461.98,N/A, medium,261.85,, medium,213.16,,High,unknown,,LOW,154.29,39,High,,60,LOW,,,LOW,,N/A,LOW,161.02,93,High,unknown,,LOW,unknown,,LOW,34.08,, medium,unknown,,,59.12,,LOW,,
7015,MICHAEL Brown,30,Male,KENYA,14-07-2020,75k,,,133.6,,LOW,unknown,N/A,High,unknown,39,LOW,,, medium,,,,129.64,N/A,LOW,unknown,,High,292.48,, medium,unknown,, medium,39.45,, medium,139.35,, medium,,, medium,14.14,7,,unknown,,,unknown,,High,unknown,,High,215.0,, medium,447.79,38,,unknown,N/A,,,N/A,,,,,344.12,,LOW,,, medium,331.3,23,LOW,unknown,,LOW,unknown,,High,46.11,, medium,,, medium,unknown,N/A,,89.56,,,unknown,N/A, medium,unknown,, medium,,,High,,,High,,, medium,unknown,49, medium,76.35,,LOW,unknown,35,,unknown,,,unknown,N/A,High,unknown,10,,20.75,N/A,,136.91,,,449.54,15,LOW,,,High,191.64,N/A, medium,194.3,83,LOW,430.2,N/A,LOW,unknown,N/A, medium,,20,High,unknown,,High,213.16,N/A,High,,,High,unknown,, medium,,,High,140.32,N/A,LOW,209.42,, medium,unknown,,High,,N/A, medium,,97,,unknown,,LOW,201.06,N/A, medium,unknown,,LOW,,N/A
2218,,40,F,ghana ,,50000,No,LOW,unknown,,LOW,unknown,N/A, medium,,,LOW,227.49,N/A, medium,,12,High,unknown,N/A,,409.05,N/A,High,,N/A,,unknown,,LOW,,,High,,,LOW,320.3,,,14.14,N/A,High,397.03,,High,284.48,N/A, medium,,18, medium,215.0,95, medium,,N/A,High,unknown,N/A,LOW,223.76,,High,325.81,,LOW,,,LOW,,, medium,unknown,23,LOW,,,LOW,unknown,11, medium,,N/A,LOW,152.74,N/A,,145.67,N/A, medium,unknown,,LOW,unknown,52,,,,LOW,,,LOW,,,High,,N/A,High,,,LOW,,, medium,418.01,,,unknown,N/A,LOW,333.16,94,LOW,,N/A, medium,,18,,,N/A,,,,LOW,unknown,96, medium,unknown,,High,unknown,,,,, medium,unknown,,LOW,461.98,N/A, medium,unknown,,LOW,,N/A,,338.72,N/A,LOW,154.29,,High,unknown,60,LOW,unknown,51,High,,, medium,,,LOW,,N/A,High,288.03,,,34.08,N/A,LOW,201.06,,,,,High,unknown,89
5496,anna-jones,,female,,14-07-2020,75k,1,,133.6,98,High,unknown,16,,,,,unknown,,LOW,,12, medium,129.64,N/A,High,unknown,,LOW,292.48,N/A, medium,302.84,,LOW,,N/A, medium,139.35,72,High,,,LOW,14.14,7,LOW,unknown,67, medium,,,,156.01,, medium,,95,,,N/A,,unknown,,LOW,,,High,unknown,,High,,, medium,unknown,N/A,,331.3,,,,N/A,,,,LOW,unknown,, medium,152.74,N/A, medium,145.67,11,LOW,unknown,N/A,LOW,313.44,,,unknown,, medium,62.12,,,302.73,,High,,,High,unknown,,High,,,,unknown,,High,,92,LOW,,, medium,unknown,, medium,,18,,unknown,,High,449.54,N/A,High,332.26,,High,unknown,N/A,LOW,,,,430.2,,High,395.26,26, medium,461.98,20,,,,LOW,,32,LOW,338.72,, medium,unknown,39,High,333.7,N/A, medium,140.32,,LOW,unknown,N/A,,unknown,N/A, medium,,,,,97,LOW,34.08,,,unknown,,LOW,unknown,3,High,313.09,89
5735,MICHAEL Brown,30,M,Nigeria,14-07-2020,N/A,No, medium,unknown,,LOW,269.7,16,High,122.06,,High,227.49,48,High,unknown,,High,unknown,,LOW,unknown,, medium,292.48,,High,unknown,,,unknown,,LOW,139.35,72, medium,unknown,60,High,,N/A,,397.03,,High,unknown,97,High,,,High,215.0,,LOW,unknown,N/A,High,124.88,98, medium,223.76,36,,,74,,344.12,,LOW,unknown,N/A,,,N/A,High,225.66,N/A,,27.46,N/A,High,,,High,unknown,,LOW,unknown,,,,19,LOW,unknown,,,254.2,,High,,,,302.73,30, medium,312.26,,,326.95,N/A,,,25,LOW,unknown,N/A,High,,,LOW,unknown,,High,,,High,,,,unknown,N/A, medium,449.54,,High,332.26,96, medium,191.64,26,LOW,,N/A,LOW,,,LOW,,N/A,LOW,unknown,, medium,261.85,94,High,unknown,, medium,338.72,N/A,,154.29,,High,,,,140.32,,LOW,,94,,,, medium,26.47,85,LOW,unknown,,LOW,unknown,,,unknown,97,LOW,unknown,N/A, medium,unknown,
5555, Jane Smith ,25,M,ghana ,2022/03/14,50000,0, medium,133.6,98,,unknown,N/A, medium,122.06,,LOW,,48, medium,unknown,12,,unknown,42,,unknown,N/A,High,,65,LOW,,N/A,,,N/A,LOW,139.35,, medium,,60,,14.14,N/A,LOW,397.03,67,High,unknown,97, medium,,,,,, medium,,38, medium,,,LOW,223.76,36,,unknown,N/A,,,,High,unknown,N/A,,unknown,,High,unknown,,High,unknown,,,unknown,, medium,unknown,N/A, medium,unknown,11,High,unknown,, medium,,,LOW,254.2,N/A,,62.12,, medium,unknown,N/A,LOW,,33,High,326.95,N/A,LOW,,,High,418.01,,High,,,,333.16,,,unknown,,,unknown,,,,,High,,,,unknown,N/A, medium,unknown,N/A,,unknown,,,,N/A,,unknown,,LOW,,20,LOW,,N/A,LOW,,32,,unknown,N/A,High,154.29,, medium,,,LOW,,, medium,unknown,,LOW,unknown,,,unknown,85, medium,unknown,,LOW,34.08,N/A, medium,unknown,,LOW,59.12,3, medium,313.09,89
9050, Jane Smith ,40,F,Nigeria,14-07-2020,100000,1,High,,98, medium,269.7,,,unknown,,,,,,,N/A, medium,129.64,,LOW,409.05,, medium,unknown,N/A,High,unknown,N/A,,unknown,, medium,,,High,320.3,,,unknown,N/A, medium,unknown,N/A, medium,284.48,N/A,High,unknown,,LOW,215.0,95, medium,unknown,N/A,,124.88,,LOW,223.76,36,,unknown,74,LOW,unknown,N/A,LOW,,N/A,High,331.3,,High,225.66,N/A,LOW,,,LOW,,N/A,LOW,152.74,N/A, medium,unknown,11,High,,,LOW,,, medium,,74,,62.12,, medium,,,High,,,LOW,unknown,,,unknown,,High,418.01,, medium,485.6,,,333.16,,,,,High,unknown,,,unknown,,,449.54,,LOW,unknown,96, medium,191.64,,LOW,unknown,,LOW,,,High,,26,,unknown,N/A,High,261.85,,LOW,213.16,32,,338.72,,,,, medium,,N/A,High,unknown,N/A, medium,,,,unknown,,,26.47,85, medium,,97,,unknown,, medium,201.06,97,LOW,59.12,,,313.09,
4446,MICHAEL Brown,35,F,Nigeria,2022/03/14,75k,1,High,,98, medium,,N/A,LOW,,N/A, medium,unknown,, medium,,, medium,,,High,,,LOW,unknown,N/A,LOW,302.84,,LOW,unknown,89,LOW,139.35,,LOW,320.3,,LOW,,7,High,unknown,N/A,High,unknown,N/A,,unknown,, medium,unknown,N/A,,,,LOW,unknown,98,LOW,,36,LOW,unknown,N/A, medium,unknown,, medium,,,,,, medium,,,High,unknown,N/A,High,,N/A,High,,N/A, medium,unknown,,,unknown,19,LOW,313.44,52,,unknown,,LOW,62.12,N/A, medium,302.73,N/A,LOW,,,High,unknown,N/A,,76.35,25, medium,418.01,N/A, medium,,, medium,unknown,94,High,unknown,N/A,LOW,,N/A,High,,N/A,LOW,,15,High,unknown,,High,,26,LOW,unknown,N/A,,430.2,3,LOW,395.26,N/A,LOW,,N/A,High,unknown,,LOW,unknown,N/A,LOW,338.72,,High,unknown,,High,unknown,,High,,N/A,,209.42,,LOW,161.02,N/A, medium,unknown,85,,unknown,N/A,High,34.08,N/A, medium,201.06,97,High,59.12,,LOW,313.09,
2045,MICHAEL Brown,30,,ghana ,2022/03/14,,,,unknown,N/A, medium,unknown,N/A,LOW,,,High,227.49,, medium,270.51,,,,,High,,,LOW,292.48,,,,68, medium,39.45,,,unknown,N/A,,,60, medium,unknown,N/A,High,,,LOW,unknown,,LOW,unknown,18,LOW,unknown,,LOW,,N/A,High,124.88,,LOW,223.76,,,unknown,N/A,,unknown,N/A, medium,,,High,,, medium,225.66,, medium,,N/A,LOW,,,,unknown,, medium,145.67,N/A,,unknown,19,,unknown,, medium,254.2,N/A,,62.12,,,,,LOW,,,,326.95,,High,,,,,N/A,LOW,unknown,,,333.16,N/A,,unknown,10,High,,,,unknown,,LOW,449.54,,LOW,,, medium,191.64,26, medium,,,,,,,395.26,, medium,461.98,,High,,N/A,,,N/A, medium,338.72,38,,unknown,,,unknown,60,,,,LOW,,N/A,High,,93, medium,unknown,,High,unknown,97, medium,34.08,,,,N/A,LOW,59.12,,High,,N/A
7893,,25,,Nigeria,2022/03/14,,Yes,LOW,133.6,,,269.7,16, medium,,39, medium,unknown,,LOW,270.51,,LOW,,42,High,,70,High,,,,,N/A,High,39.45,89,High,unknown,N/A,LOW,unknown,N/A,,,,LOW,,N/A,High,unknown,N/A,,,N/A,LOW,215.0,,LOW,,N/A, medium,,98, medium,unknown,N/A,,325.81,N/A,High,,,High,,54,,331.3,,LOW,unknown,N/A,,27.46,,,unknown,6,High,152.74,41,,145.67,11,LOW,89.56,N/A,,313.44,52,High,254.2,N/A,,62.12,85, medium,302.73,,,unknown,33,,unknown,,,unknown,, medium,,N/A, medium,,92,,,N/A, medium,unknown,10,High,20.75,, medium,,,LOW,unknown,15, medium,332.26,, medium,191.64,,LOW,,,,unknown,N/A,,,,,,,High,unknown,94,LOW,unknown,,,338.72,, medium,unknown,,,unknown,N/A, medium,unknown,,High,unknown,,High,,N/A,High,unknown,, medium,288.03,N/A,LOW,unknown,,,unknown,N/A,LOW,unknown,,,,
2693,,N/A,female,,2022/03/14,N/A,1,,133.6,N/A, medium,unknown,,LOW,unknown,39,High,unknown,48,,270.51,12, medium,unknown,42, medium,409.05,,LOW,unknown,,High,unknown,,LOW,39.45,N/A,High,unknown,,LOW,320.3,, medium,unknown,,,unknown,67,High,unknown,N/A, medium,,N/A, medium,unknown,,LOW,,N/A,LOW,,98,High,,N/A,LOW,,,High,344.12,N/A,,399.42,, medium,331.3,N/A,,,,,unknown,11, medium,46.11,,LOW,unknown,, medium,145.67,11, medium,unknown,N/A,,,, medium,unknown,N/A,LOW,,,,unknown,30,LOW,312.26,, medium,326.95,49,LOW,unknown,,,,35,High,485.6,N/A, medium,unknown,N/A, medium,,,High,unknown,,High,unknown,,,449.54,,LOW,,,,191.64,,High,194.3,,,unknown,,LOW,unknown,,High,unknown,N/A,LOW,261.85,N/A, medium,unknown,32,LOW,,N/A, medium,154.29,, medium,333.7,60,,unknown,,,,94,,,,,26.47,,High,288.03,, medium,,,LOW,201.06,,LOW,,, medium,,N/A
4436, Jane Smith ,,female,Nigeria,2021-01-05,,Yes,,,,High,,N/A,High,,39,,,48, medium,,12, medium,unknown,N/A,LOW,,,,,,LOW,unknown,,,39.45,N/A, medium,,,High,320.3,,LOW,unknown,,LOW,,67,,,,,156.01,,High,unknown,N/A,,,38, medium,124.88,, medium,unknown,36,High,unknown,N/A,High,344.12,,High,399.42,N/A, medium,,,,225.66,18,High,27.46,11,High,unknown,N/A, medium,unknown,41,LOW,unknown,11,High,89.56,N/A,High,313.44,52, medium,,N/A,LOW,62.12,,LOW,,, medium,unknown,N/A,LOW,326.95,,High,76.35,,LOW,418.01,35, medium,,,,unknown,N/A, medium,,N/A,,20.75,,,136.91,, medium,unknown,,LOW,,96, medium,,N/A,High,194.3,83,LOW,unknown,,High,395.26,N/A,High,461.98,,,261.85,94,,,, medium,,,,,N/A,LOW,,,,unknown,51,,209.42,, medium,,,,unknown,,High,288.03,,LOW,,,LOW,201.06,97,,unknown,N/A,LOW,313.09,
9754,anna-jones,40,Male,,,75k,No,,,,LOW,,N/A,,,,LOW,227.49,, medium,,N/A,High,unknown,N/A, medium,409.05,N/A,,unknown,,High,302.84,68,High,unknown,N/A, medium,139.35,, medium,320.3,60,High,,7, medium,unknown,N/A,,,, medium,,N/A, medium,unknown,N/A,High,,,High,unknown,98,,unknown,36, medium,,74,High,344.12,N/A,High,unknown,N/A,,unknown,N/A,LOW,225.66,18,LOW,27.46,,,46.11,6,,unknown,N/A, medium,,, medium,unknown,19, medium,313.44,,LOW,,, medium,62.12,,LOW,unknown,30, medium,unknown,,High,unknown,N/A, medium,,N/A,High,,35,,,,LOW,unknown,, medium,unknown,,LOW,20.75,18,LOW,136.91,,,,,,,96,LOW,unknown,,LOW,,, medium,,3,LOW,unknown,N/A,LOW,,N/A,,,, medium,213.16,32,High,unknown,38, medium,154.29,N/A,,unknown,,LOW,,51,,209.42,N/A,,161.02,,,26.47,,High,288.03,,,unknown,,LOW,unknown,N/A, medium,unknown,N/A,,313.09,
6895, Jane Smith ,30,,,2021-01-05,75k,0,,133.6,98,,,,High,unknown,N/A,LOW,227.49,N/A,,,,LOW,129.64,,High,unknown,,High,,,LOW,,, medium,,89,,,N/A,High,320.3,,,,7,,,, medium,unknown,,High,,, medium,,95,High,unknown,,,124.88,N/A,High,,36,High,325.81,N/A,LOW,,, medium,unknown,,,331.3,,High,225.66,18, medium,,,High,unknown,,,,, medium,unknown,,High,unknown,,LOW,313.44,,High,,74,High,62.12,85,,unknown,N/A,High,312.26,,,unknown,,High,76.35,25,High,418.01,35, medium,unknown,92,High,unknown,94,,,,,,18, medium,136.91,69,High,unknown,N/A, medium,332.26,, medium,unknown,26,,,,,unknown,,LOW,unknown,26,High,,,,unknown,, medium,213.16,,LOW,,N/A,,,N/A,High,unknown,, medium,unknown,51,LOW,209.42,,,161.02,,,26.47,,,288.03,97,,unknown,, medium,201.06,, medium,,,LOW,313.09,
4354,anna-jones,30,M,,14-07-2020,,, medium,133.6,, medium,unknown,16,High,122.06,,LOW,227.49,,High,270.51,,High,unknown,,,unknown,70,,292.48,,LOW,302.84,,High,39.45,N/A, medium,139.35,,LOW,320.3,60,High,14.14,,,397.03,67, medium,unknown,N/A, medium,unknown,18,,215.0,N/A, medium,unknown,, medium,unknown,,High,223.76,, medium,,74,,,,LOW,,54,High,331.3,N/A, medium,225.66,N/A,LOW,unknown,11,High,,6, medium,152.74,,,unknown,N/A, medium,unknown,N/A,,313.44,,High,254.2,74,LOW,62.12,,High,unknown,,LOW,unknown,33,High,,49,LOW,,25,High,418.01,35,,,92, medium,,94,High,,, medium,,,High,136.91,N/A, medium,,, medium,332.26,N/A, medium,unknown,N/A,,unknown,,LOW,,3,LOW,,,High,unknown,20, medium,261.85,, medium,unknown,32,,,,High,154.29,N/A,LOW,,,,unknown,51,,209.42,N/A,,,N/A, medium,unknown,N/A,High,288.03,N/A, medium,,N/A,High,unknown,, medium,unknown,,,unknown,
1225,anna-jones,35,,KENYA,2021-01-05,75k,Yes,LOW,133.6,98,High,unknown,,LOW,122.06,,High,227.49,,High,unknown,,High,129.64,N/A,LOW,,, medium,,65,,unknown,,,39.45,,LOW,unknown,N/A,,unknown,60, medium,14.14,,LOW,,67,,unknown,97,LOW,unknown,N/A,LOW,215.0,, medium,447.79,,,,N/A,High,unknown,, medium,,N/A,LOW,unknown,92,LOW,399.42,,LOW,unknown,23,,225.66,,LOW,unknown,N/A, medium,,,LOW,,41,,,11,High,89.56,,High,,52,LOW,unknown,, medium,62.12,,,302.73,, medium,,,,,49,High,76.35,N/A,High,418.01,,LOW,485.6,,High,,,,79.8,,LOW,,, medium,,N/A,LOW,449.54,N/A,High,332.26,,,191.64,N/A,,,83,LOW,,,LOW,395.26,,,,,,261.85,94,,,32,High,,N/A, medium,unknown,, medium,,60,LOW,unknown,51,High,,, medium,unknown,N/A, medium,unknown,,LOW,unknown,,High,,,,201.06,,LOW,,N/A,LOW,,
5893,,35,M,Nigeria,2021-01-05,N/A,1, medium,133.6,,LOW,269.7,,High,unknown,39,,unknown,, medium,,,LOW,129.64,N/A, medium,409.05,70,High,unknown,N/A,,,,LOW,39.45,,,139.35,N/A,,,60, medium,unknown,, medium,397.03,,LOW,,N/A,LOW,unknown,N/A,High,215.0,95, medium,,,,124.88,, medium,,N/A,,325.81,N/A,High,,N/A,,399.42,,High,unknown,,LOW,,N/A,High,unknown,N/A, medium,46.11,N/A,High,,, medium,,11, medium,,N/A,LOW,313.44,,,254.2,N/A,LOW,62.12,N/A,LOW,,30, medium,312.26,N/A, medium,,,LOW,,25, medium,,,,,92,High,333.16,,,unknown,,High,20.75,,High,unknown,, medium,unknown,, medium,unknown,N/A,,191.64,,LOW,,83,LOW,,,LOW,,N/A, medium,461.98,20, medium,,N/A,High,,32, medium,,,High,154.29,N/A,,333.7,,LOW,140.32,N/A, medium,209.42,N/A,,161.02,N/A,LOW,unknown,85,,unknown,,,34.08,N/A, medium,unknown,,,59.12,,LOW,,
